PassengerId,Pclass,Sex,Age,SibSp,Parch,Fare,Embarked,Survived
561,3,male,43.52827614260609,1,0,26.64,S,0
562,2,female,23.06052401103029,1,1,84.07,S,0
563,3,male,69.37903410676228,2,0,66.74,S,0
564,3,female,,0,0,24.95,C,0
565,3,male,27.794636193323278,1,2,63.85,S,1
566,3,male,41.6501898027773,0,1,113.3,C,0
567,3,female,26.680226879596745,0,1,35.66,S,1
568,3,female,25.042407047790853,0,0,42.85,S,0
569,3,male,,0,0,33.45,S,1
570,1,male,49.46381318368462,0,0,54.01,Q,1
571,3,male,30.174983168613913,0,0,61.53,C,1
572,3,male,,1,0,60.49,S,1
573,3,male,39.094327659637614,0,3,6.8,S,1
574,1,female,43.77409757504066,1,1,33.7,S,0
575,1,female,7.051386071499184,1,1,5.57,S,0
576,3,male,17.12783938912648,0,1,54.31,S,1
577,1,female,33.600329032613686,1,0,24.5,S,0
578,3,male,43.59221489425106,2,0,45.18,S,1
579,3,male,,3,0,94.06,S,0
580,3,male,33.811020178916806,0,0,33.2,S,0
581,2,male,26.737252439594005,2,2,38.96,S,1
582,1,male,16.348039767195218,0,1,44.18,Q,1
583,3,male,44.01589202895315,0,0,38.83,C,0
584,2,male,26.316515697789285,0,1,77.7,S,1
585,3,female,32.01788855162394,0,0,96.5,S,0
586,3,male,35.220914978825306,2,0,77.36,S,0
587,1,male,52.271480539292455,0,3,54.73,C,0
588,2,male,34.6173242801722,0,0,10.36,S,0
589,2,male,15.439982718049865,0,0,25.93,S,1
590,2,female,,0,1,30.54,C,0
591,3,female,,2,0,17.0,S,0
592,3,male,13.283930864458654,0,0,10.04,S,1
593,3,male,28.514111278995134,1,0,18.8,C,0
594,3,female,25.40936392075776,0,0,45.84,S,0
595,3,male,44.4335524682177,0,0,67.64,Q,0
596,1,male,,0,1,85.74,Q,0
597,3,female,,0,2,29.04,C,0
598,3,female,31.140924228243946,0,1,82.22,Q,0
599,3,male,36.98901494136166,1,1,76.3,S,1
600,3,male,,3,0,97.94,S,0
601,3,male,47.335602427203156,0,2,28.88,S,1
602,2,male,22.11334580593055,1,1,25.35,S,1
603,2,female,37.51633928953045,2,0,84.18,C,0
604,2,male,,0,2,69.22,S,0
605,3,male,28.15694436190828,0,1,35.36,S,1
606,3,female,26.4164309115108,3,0,28.39,S,0
607,2,female,,0,1,23.69,S,0
608,1,female,28.61159487986266,3,0,82.2,C,0
609,1,female,33.966964343665474,1,0,92.23,C,0
610,2,male,36.32659399520294,3,1,39.69,Q,0
611,3,male,0.5,0,1,43.13,S,1
612,3,male,54.777486965713514,1,2,34.27,S,0
613,2,male,35.90072498989065,4,0,46.65,S,0
614,3,male,,1,2,57.23,S,1
615,1,male,,1,0,33.6,S,1
616,3,male,4.058226538386972,4,0,37.96,C,0
617,1,male,37.293507791438415,1,2,8.33,C,0
618,3,male,42.8408656639122,3,0,83.95,S,1
619,1,male,21.23130552560278,0,0,99.88,S,1
620,3,female,34.64999952517294,2,3,103.28,S,0
621,3,male,47.323305059711686,1,0,93.37,Q,1
622,1,male,24.11488232637926,3,0,14.06,C,0
623,3,female,,0,0,53.4,S,0
624,2,female,33.037261075305956,1,0,4.4,S,0
625,3,male,37.01725380556513,1,1,81.96,Q,1
626,1,male,23.833690262360935,1,0,47.46,C,0
627,3,male,38.652761763948526,4,0,100.23,C,0
628,1,male,26.732302380120345,2,1,81.27,C,0
629,3,male,,2,1,16.29,S,1
630,1,female,18.86340408067807,0,1,96.34,S,0
631,1,male,,3,0,56.17,S,1
632,3,male,,1,0,46.92,C,0
633,3,male,13.80371977656301,1,0,102.06,S,1
634,3,female,53.634199339194446,4,0,80.59,S,0
635,3,female,30.26205229150974,2,0,76.71,C,0
636,1,female,45.293435482739255,0,0,58.43,S,0
637,3,male,,1,2,88.29,C,1
638,3,male,18.15741216062656,2,1,53.24,C,1
639,3,female,9.515924508660618,0,0,79.69,S,1
640,3,male,44.43883775992828,3,0,56.45,S,0
641,1,female,29.579991955056965,1,2,39.97,C,0
642,3,male,,1,0,84.22,S,1
643,1,male,47.11196375312782,0,1,35.25,C,0
644,2,female,29.140158173055703,0,0,60.7,C,0
645,3,male,24.88215837464579,3,1,90.32,S,1
646,3,male,56.19539689766535,4,0,80.94,Q,0
647,3,female,10.496875028151933,4,0,44.54,C,0
648,2,male,28.69795104809031,0,2,60.45,S,1
649,2,male,21.336489281141777,2,0,85.71,Q,1
650,3,male,28.987654579883433,1,0,84.45,S,1
651,1,female,27.27338126533435,2,1,26.12,S,0
652,1,male,27.040479310456902,0,0,64.25,C,1
653,2,male,21.919989045876694,3,0,45.57,S,1
654,3,male,52.92177157580013,0,1,51.33,S,1
655,3,female,22.935166015576925,3,0,42.44,S,0
656,3,male,18.595314465502344,2,0,41.9,C,1
657,3,male,35.71069319589506,0,0,119.2,S,1
658,1,male,34.18692324167628,3,2,74.65,S,1
659,3,male,22.008278707369318,4,2,67.6,C,0
660,2,female,33.82397221797478,4,0,26.64,S,0
661,3,male,34.16401513438177,4,0,82.85,S,0
662,1,male,42.44126651947043,1,1,34.1,C,1
663,2,male,55.27579088049882,0,0,64.72,S,1
664,1,male,55.536028609611975,1,2,34.48,S,0
665,3,male,38.25475229038217,0,1,66.48,S,1
666,3,male,,0,0,56.93,S,1
667,1,male,,0,0,38.79,S,1
668,2,male,45.48662282681563,0,0,35.96,S,0
669,3,female,25.291636274224793,1,0,26.7,S,0
670,1,male,18.740313275370404,3,0,74.74,C,1
671,1,female,10.012364411156199,0,0,12.98,S,1
672,3,male,43.3036490229776,0,0,0.0,S,0
673,3,female,,2,0,89.52,S,0
674,1,male,33.872257008638314,1,0,58.86,S,0
675,1,male,,0,0,15.3,C,0
676,3,female,38.32209344893747,0,0,40.21,C,0
677,3,female,25.222960593664464,1,0,64.5,S,1
678,3,male,31.879581590817057,3,0,69.14,S,1
679,1,male,26.49114087424872,0,3,22.34,C,1
680,2,male,30.96300753881038,0,0,64.54,C,0
681,3,male,,0,0,56.75,Q,0
682,2,male,,0,1,107.09,S,0
683,1,female,23.409049822904294,1,0,50.74,C,0
684,3,male,,4,0,12.54,S,0
685,1,female,28.24444606762051,1,0,26.05,S,0
686,2,male,18.637706301395973,0,1,31.56,C,1
687,3,male,,0,1,60.29,S,1
688,3,male,,1,1,40.64,S,1
689,3,male,29.059249442033718,0,3,77.45,C,1
690,3,male,24.631629036439147,0,0,76.79,S,1
691,3,male,44.737885399259426,0,1,85.59,S,1
692,3,male,40.14695359615669,0,3,21.73,S,1
693,3,male,34.18780139231253,0,1,51.6,C,0
694,2,male,22.590019199824646,1,0,73.32,S,0
695,3,male,,0,0,75.62,S,1
696,3,male,23.79041557710275,0,0,12.33,S,0
697,1,female,21.489117668061493,0,0,80.41,S,0
698,3,female,36.203543912399944,0,0,0.0,S,0
699,1,female,,0,0,81.59,S,0
700,1,female,23.11713084172854,0,0,29.28,C,0
701,3,male,,1,2,31.13,S,1
702,3,female,0.5,1,1,64.4,S,0
703,3,male,,1,0,62.78,S,1
704,3,male,34.15351844968922,1,0,79.63,S,1
705,1,male,30.727403707525916,1,0,106.2,S,1
706,1,male,28.668105663573968,0,2,104.05,S,1
707,1,female,46.4132493049683,3,0,70.48,S,0
708,1,female,,1,2,33.7,S,0
709,3,female,29.66951099056327,0,1,112.34,Q,0
710,2,female,,0,3,81.33,S,0
711,3,male,5.9164790245878045,0,1,101.8,S,1
712,3,male,,4,0,0.0,S,0
713,3,female,32.5018281233475,0,3,28.45,S,0
714,1,female,38.69127434222433,0,3,26.8,Q,0
715,3,male,37.24972917598046,1,2,111.12,S,1
716,1,female,44.76238372552188,0,1,0.0,S,0
717,3,female,24.708970297955403,1,1,16.21,S,0
718,1,male,17.56616263336318,0,0,17.13,S,1
719,1,male,0.5,1,1,41.86,S,0
720,2,male,28.987733754384468,2,1,26.78,C,0
721,1,female,57.34480984108097,3,2,28.8,S,0
722,3,female,,0,0,94.19,Q,1
723,2,female,46.50345209624598,3,0,82.12,S,0
724,3,male,45.80695215560149,0,0,10.06,S,1
725,3,male,23.562657100912574,0,0,21.98,Q,1
726,3,male,,0,0,19.58,S,1
727,3,female,,0,0,27.0,C,0
728,3,female,48.50669350933018,0,0,41.71,S,0
729,2,male,47.56868006009556,0,0,42.34,S,0
730,1,male,,0,0,46.85,S,0
731,3,female,24.113587092822726,1,0,110.1,Q,0
732,2,female,30.688115459878404,1,1,32.88,C,0
733,1,male,28.59381359482458,4,2,96.84,C,0
734,3,male,2.95333965640825,0,0,52.55,S,1
735,1,male,25.794269228097356,1,3,112.5,S,0
736,2,male,32.408348783758036,0,1,5.2,S,1
737,3,female,,2,1,35.19,S,0
738,3,male,50.08950070227311,0,1,41.72,S,0
739,3,male,49.17804499455399,0,0,62.98,S,1
740,2,male,,2,0,36.91,S,1
741,3,female,41.815613908967286,2,0,73.96,S,0
742,3,female,13.81363470158455,0,0,47.24,S,0
743,3,male,,0,0,62.72,C,1
744,1,male,18.27697455699684,0,2,23.4,S,1
745,1,female,39.267295509327425,0,0,19.37,C,0
746,2,male,20.356810402330925,0,0,17.05,S,1
747,3,male,,2,0,77.3,S,1
748,3,male,26.54593490570576,0,0,127.91,S,1
749,3,male,,0,0,49.3,S,0
750,3,male,10.631855005975172,0,1,53.47,S,1
751,2,male,,4,2,51.27,C,0
752,3,male,,0,0,12.27,S,1
753,1,male,19.412742571252025,2,0,0.0,C,0
754,3,male,49.7288383884253,4,1,52.09,S,0
755,3,male,13.895398171982855,1,1,52.72,S,1
756,3,male,,2,0,62.3,S,1
757,3,male,29.070295158428035,0,0,44.18,C,1
758,3,male,8.435264855811916,0,0,15.49,S,0
759,3,female,27.586051644116885,2,0,0.0,Q,0
760,3,male,,0,3,88.89,Q,1
761,1,male,,2,2,30.82,C,1
762,2,male,37.24041813958622,0,0,64.7,C,0
763,2,male,23.809965050468747,1,2,16.41,S,0
764,3,male,45.126218503442495,3,1,75.43,C,1
765,3,female,36.936298566116946,0,0,40.7,S,1
766,3,male,47.631657149962436,0,1,94.39,C,0
767,2,male,41.622220544880854,0,1,64.78,C,0
768,2,male,34.62107016970227,0,2,20.64,S,1
769,1,male,55.31458605997342,0,0,53.4,S,1
770,1,female,19.274296565786024,0,0,13.69,S,0
771,3,male,12.726418366055562,0,1,76.19,S,1
772,2,male,49.07473832621238,0,0,27.68,S,0
773,3,female,,0,0,20.05,Q,0
774,3,male,,1,0,48.76,S,1
775,1,female,21.303277676045788,1,3,37.76,C,1
776,2,male,27.32775642483789,0,0,57.43,S,1
777,3,female,48.035636934334015,1,0,47.32,S,0
778,2,female,25.418556121714126,0,0,6.27,Q,0
779,3,male,48.024711049698276,0,0,77.32,S,1
780,2,male,11.603088018601532,0,0,43.44,S,1
781,2,female,0.5,0,0,55.3,S,1
782,3,female,37.137277953284595,1,2,64.01,S,0
783,3,male,,0,0,76.9,S,1
784,3,female,,2,2,81.19,C,0
785,3,male,13.558938359701813,1,0,99.37,S,1
786,3,female,11.32268362407192,0,0,18.67,S,0
787,2,female,22.644860929503203,0,0,23.54,S,0
788,3,male,44.60946806403468,1,1,14.92,S,1
789,3,male,,1,0,23.3,S,0
790,1,female,31.170748571602303,0,1,55.31,S,0
791,3,male,26.535597169386424,0,0,55.27,S,0
792,2,male,,0,0,59.05,C,1
793,2,male,,0,0,32.47,Q,1
794,2,male,33.33615281988883,1,0,36.55,S,0
795,2,male,44.53215426171362,0,0,62.47,C,0
796,2,female,25.225876194150548,1,0,29.89,S,0
797,3,male,43.260242198249834,1,0,44.19,S,0
798,3,male,4.318725769032575,4,0,62.43,S,1
799,3,female,20.494562234606562,1,0,69.09,C,0
800,3,male,,1,0,59.4,S,1
